Property Type,Price (Per Annum),Location,Bedrooms,Property Category,Price (Converted to Naira),District,Price(Float)
flat / apartment,"₦6,000,000","Zone 1, Wuse, Abuja",4,Apartment,"₦6,000,000.00",Wuse,"6,000,000.00"
terraced duplex,"₦12,000,000","Jahi, Abuja",4,Duplex,"₦12,000,000.00",Jahi,"12,000,000.00"
detached duplex,"₦90,000,000","Off Nile Street, Maitama District, Abuja",5,Duplex,"₦90,000,000.00",Maitama,"90,000,000.00"
detached duplex,"₦45,000,000","Off Lobinto Crescent, Wuse 2, Abuja",8,Duplex,"₦45,000,000.00",Wuse,"45,000,000.00"
terraced duplex,"₦12,000,000","By Lifecamp Junction/airport Junction, Jabi, Abuja",4,Duplex,"₦12,000,000.00",Jabi,"12,000,000.00"
detached duplex,"₦13,000,000","By Copa Cubana, Lokogoma District, Abuja",5,Duplex,"₦13,000,000.00",Lokogoma,"13,000,000.00"
flat / apartment,"₦6,000,000","By Nizamiya Hospital, Idu Industrial, Abuja",3,Apartment,"₦6,000,000.00",Idu,"6,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦3,500,000","Dawaki, Gwarinpa, Abuja",2,Apartment,"₦3,500,000.00",Gwarinpa,"3,500,000.00"
flat / apartment,"$25,000","Maitama District, Abuja",2,Apartment,"₦33,874,250.00",Maitama,"33,874,250.00"
flat / apartment,"$45,000","Maitama District, Abuja",3,Apartment,"₦60,973,650.00",Maitama,"60,973,650.00"
flat / apartment,"$35,000","Maitama District, Abuja",2,Apartment,"₦47,423,950.00",Maitama,"47,423,950.00"
terraced duplex,"₦30,000,000","Maitama Main, Maitama District, Abuja",4,Duplex,"₦30,000,000.00",Maitama,"30,000,000.00"
flat / apartment,"₦12,000,000","Wuye, Abuja",3,Apartment,"₦12,000,000.00",Wuye,"12,000,000.00"
flat / apartment,"₦15,000,000","Asokoro District, Abuja",3,Apartment,"₦15,000,000.00",Asokoro,"15,000,000.00"
flat / apartment,"₦5,500,000","New Oil Spring Estate Beside New Site Estate, Lugbe District, Abuja",3,Apartment,"₦5,500,000.00",Lugbe,"5,500,000.00"
terraced duplex,"₦15,000,000","By Water Board, Asokoro District, Abuja",4,Duplex,"₦15,000,000.00",Asokoro,"15,000,000.00"
semi-detached duplex,"₦1,000,000,000","Amino Kano Crescent, Wuse 2, Abuja",4,Duplex,"₦1,000,000,000.00",Wuse,"1,000,000,000.00"
flat / apartment,"₦6,000,000","Life Camp, Abuja",2,Apartment,"₦6,000,000.00",Life Camp,"6,000,000.00"
semi-detached duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
flat / apartment,"₦7,000,000","Life Camp, Abuja",3,Apartment,"₦7,000,000.00",Life Camp,"7,000,000.00"
flat / apartment,"₦12,000,000","Utako, Abuja",3,Apartment,"₦12,000,000.00",Utako,"12,000,000.00"
terraced duplex,"₦25,000,000","Maitama District, Abuja",4,Duplex,"₦25,000,000.00",Maitama,"25,000,000.00"
semi-detached duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦8,500,000","Jahi, Abuja",3,Apartment,"₦8,500,000.00",Jahi,"8,500,000.00"
flat / apartment,"₦12,000,000","Utako, Abuja",3,Apartment,"₦12,000,000.00",Utako,"12,000,000.00"
flat / apartment,"₦25,000,000","Maitama District, Abuja",2,Apartment,"₦25,000,000.00",Maitama,"25,000,000.00"
detached duplex,"₦160,000,000","Katampe Extension, Katampe, Abuja",24,Duplex,"₦160,000,000.00",Katampe,"160,000,000.00"
detached duplex,"₦100,000,000","Maitama District, Abuja",5,Duplex,"₦100,000,000.00",Maitama,"100,000,000.00"
flat / apartment,"₦7,000,000","Durumi, Abuja",2,Apartment,"₦7,000,000.00",Durumi,"7,000,000.00"
terraced duplex,"₦10,000,000","Kado, Abuja",4,Duplex,"₦10,000,000.00",Kado,"10,000,000.00"
terraced duplex,"₦5,500,000","Life Camp, Abuja",4,Duplex,"₦5,500,000.00",Life Camp,"5,500,000.00"
detached duplex,"₦15,000,000","Life Camp, Abuja",6,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
semi-detached duplex,"₦25,000,000","Wuse 2, Abuja",4,Duplex,"₦25,000,000.00",Wuse,"25,000,000.00"
flat / apartment,"₦4,000,000","River Park Estate, Lugbe District, Abuja",2,Apartment,"₦4,000,000.00",Lugbe,"4,000,000.00"
flat / apartment,"₦8,000,000","Gilmore, Jahi, Abuja",3,Apartment,"₦8,000,000.00",Jahi,"8,000,000.00"
flat / apartment,"₦7,000,000","Gilmore, Jahi, Abuja",2,Apartment,"₦7,000,000.00",Jahi,"7,000,000.00"
terraced duplex,"₦15,000,000","Jahi, Abuja",4,Duplex,"₦15,000,000.00",Jahi,"15,000,000.00"
terraced duplex,"₦10,000,000","Rockvale Manor Estate Dutse, Apo, Abuja",3,Duplex,"₦10,000,000.00",Apo,"10,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦4,500,000","Dawaki, Gwarinpa, Abuja",2,Apartment,"₦4,500,000.00",Gwarinpa,"4,500,000.00"
terraced duplex,"₦11,000,000","Behind Lento Aluminium, Life Camp, Abuja",4,Duplex,"₦11,000,000.00",Life Camp,"11,000,000.00"
flat / apartment,"₦10,000,000","Wuye, Abuja",2,Apartment,"₦10,000,000.00",Wuye,"10,000,000.00"
detached duplex,"₦20,000,000","Wuye District, Wuye, Abuja",4,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
terraced duplex,"₦25,000,000","Asokoro District, Abuja",4,Duplex,"₦25,000,000.00",Asokoro,"25,000,000.00"
detached duplex,"₦6,000,000","Lugbe District, Abuja",4,Duplex,"₦6,000,000.00",Lugbe,"6,000,000.00"
flat / apartment,"₦7,500,000","Mabushi, Abuja",3,Apartment,"₦7,500,000.00",Mabushi,"7,500,000.00"
flat / apartment,"₦9,500,000","Mabushi, Abuja",3,Apartment,"₦9,500,000.00",Mabushi,"9,500,000.00"
terraced duplex,"₦15,000,000","Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
terraced duplex,"₦6,500,000","Lokogoma District, Abuja",3,Duplex,"₦6,500,000.00",Lokogoma,"6,500,000.00"
terraced duplex,"₦7,500,000","Mabushi, Abuja",3,Duplex,"₦7,500,000.00",Mabushi,"7,500,000.00"
flat / apartment,"₦7,500,000","By Shafa, Mabushi, Abuja",3,Apartment,"₦7,500,000.00",Mabushi,"7,500,000.00"
terraced duplex,"₦18,000,000","Apo, Abuja",4,Duplex,"₦18,000,000.00",Apo,"18,000,000.00"
flat / apartment,"₦2,200,000","FHA (F.H.A), Lugbe District, Abuja",2,Apartment,"₦2,200,000.00",Lugbe,"2,200,000.00"
terraced duplex,"₦15,000,000","Wuye Main, Wuye, Abuja",4,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦75,000,000","Garki 2 District, Garki, Abuja",3,Apartment,"₦75,000,000.00",Garki,"75,000,000.00"
semi-detached duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
terraced duplex,"₦13,000,000","Asokoro District, Abuja",3,Duplex,"₦13,000,000.00",Asokoro,"13,000,000.00"
semi-detached duplex,"₦40,000,000","Guzape District, Abuja",5,Duplex,"₦40,000,000.00",Guzape,"40,000,000.00"
flat / apartment,"₦12,000,000","Asokoro District, Abuja",2,Apartment,"₦12,000,000.00",Asokoro,"12,000,000.00"
flat / apartment,"$31,000","Wuse 2, Abuja",3,Apartment,"₦42,004,070.00",Wuse,"42,004,070.00"
semi-detached duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
house,"₦12,000,000","Asokoro Main, Asokoro District, Abuja",2,House,"₦12,000,000.00",Asokoro,"12,000,000.00"
semi-detached duplex,"₦35,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",6,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
flat / apartment,"₦5,000,000","Life Camp, Abuja",3,Apartment,"₦5,000,000.00",Life Camp,"5,000,000.00"
terraced duplex,"₦15,000,000","Mabushi, Abuja",4,Duplex,"₦15,000,000.00",Mabushi,"15,000,000.00"
flat / apartment,"₦8,000,000","Opposite Los Angeles Mall, Mabushi, Abuja",3,Apartment,"₦8,000,000.00",Mabushi,"8,000,000.00"
terraced duplex,"₦25,000,000","Guzape District, Abuja",4,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
house,"₦35,000,000","Katampe Extension, Katampe, Abuja",6,House,"₦35,000,000.00",Katampe,"35,000,000.00"
semi-detached duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
semi-detached duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
house,"₦25,000,000","Guzape District, Abuja",4,House,"₦25,000,000.00",Guzape,"25,000,000.00"
detached duplex,"₦12,000,000","Apo, Abuja",4,Duplex,"₦12,000,000.00",Apo,"12,000,000.00"
flat / apartment,"₦4,000,000","Lokogoma District, Abuja",3,Apartment,"₦4,000,000.00",Lokogoma,"4,000,000.00"
terraced duplex,"₦6,500,000","Galadimawa - Lokogoma Axis, Galadimawa, Abuja",3,Duplex,"₦6,500,000.00",Lokogoma,"6,500,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦6,000,000","Wuse 2, Abuja",4,Apartment,"₦6,000,000.00",Wuse,"6,000,000.00"
flat / apartment,"₦6,500,000","Wuye, Abuja",3,Apartment,"₦6,500,000.00",Wuye,"6,500,000.00"
terraced duplex,"₦18,000,000","Opposite American International School, Durumi, Abuja",5,Duplex,"₦18,000,000.00",Durumi,"18,000,000.00"
terraced duplex,"₦15,000,000","Aso Radio, Katampe, Abuja",4,Duplex,"₦15,000,000.00",Katampe,"15,000,000.00"
house,"₦150,000,000","Asokoro District, Abuja",8,House,"₦150,000,000.00",Asokoro,"150,000,000.00"
semi-detached duplex,"₦15,000,000","Off 3rd Avenue, Gwarinpa, Abuja",5,Duplex,"₦15,000,000.00",Gwarinpa,"15,000,000.00"
terraced duplex,"₦20,000,000","Wuye, Abuja",4,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
semi-detached duplex,"₦25,000,000","Wuye, Abuja",4,Duplex,"₦25,000,000.00",Wuye,"25,000,000.00"
flat / apartment,"₦10,000,000","Kado, Abuja",3,Apartment,"₦10,000,000.00",Kado,"10,000,000.00"
flat / apartment,"₦4,000,000","River Park Estate, Lugbe District, Abuja",2,Apartment,"₦4,000,000.00",Lugbe,"4,000,000.00"
terraced duplex,"₦15,000,000","Mabushi, Abuja",4,Duplex,"₦15,000,000.00",Mabushi,"15,000,000.00"
house,"₦4,000,000","River Park, Lugbe District, Abuja",2,House,"₦4,000,000.00",Lugbe,"4,000,000.00"
flat / apartment,"₦4,000,000","Kaura, Abuja",2,Apartment,"₦4,000,000.00",Kaura,"4,000,000.00"
detached duplex,"₦15,000,000","Along Mpape Road, Maitama 2, Maitama District, Abuja",4,Duplex,"₦15,000,000.00",Maitama,"15,000,000.00"
terraced duplex,"₦25,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",6,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
flat / apartment,"₦12,000,000","Wuye, Abuja",2,Apartment,"₦12,000,000.00",Wuye,"12,000,000.00"
flat / apartment,"₦13,500,000","Durumi, Abuja",3,Apartment,"₦13,500,000.00",Durumi,"13,500,000.00"
terraced duplex,"₦18,000,000","Guzape District, Abuja",4,Duplex,"₦18,000,000.00",Guzape,"18,000,000.00"
flat / apartment,"₦35,000,000","Maitama District, Abuja",3,Apartment,"₦35,000,000.00",Maitama,"35,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦15,000,000","Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
flat / apartment,"₦10,000,000","Gilmore, Jahi, Abuja",3,Apartment,"₦10,000,000.00",Jahi,"10,000,000.00"
flat / apartment,"₦7,000,000","Jahi, Abuja",2,Apartment,"₦7,000,000.00",Jahi,"7,000,000.00"
flat / apartment,"$25,000","Main, Jabi, Abuja",3,Apartment,"₦33,874,250.00",Jabi,"33,874,250.00"
flat / apartment,"₦6,000,000","Katampe (Main), Katampe, Abuja",2,Apartment,"₦6,000,000.00",Katampe,"6,000,000.00"
mini flat (room and parlour),"₦2,300,000","5th Avenue, Gwarinpa, Abuja",1,Apartment,"₦2,300,000.00",Gwarinpa,"2,300,000.00"
terraced duplex,"₦70,000,000","Maitama District, Abuja",4,Duplex,"₦70,000,000.00",Maitama,"70,000,000.00"
flat / apartment,"₦35,000,000","Maitama Main, Maitama District, Abuja",3,Apartment,"₦35,000,000.00",Maitama,"35,000,000.00"
house,"₦30,000,000","Katampe Extension, Katampe, Abuja",5,House,"₦30,000,000.00",Katampe,"30,000,000.00"
flat / apartment,"₦6,500,000","Area 8, Garki, Abuja",3,Apartment,"₦6,500,000.00",Garki,"6,500,000.00"
detached duplex,"₦100,000,000","Asokoro District, Abuja",5,Duplex,"₦100,000,000.00",Asokoro,"100,000,000.00"
mini flat (room and parlour),"₦3,500,000","Kado, Abuja",1,Apartment,"₦3,500,000.00",Kado,"3,500,000.00"
flat / apartment,"₦6,000,000","American International School, Durumi, Abuja",3,Apartment,"₦6,000,000.00",Durumi,"6,000,000.00"
flat / apartment,"₦5,000,000","Katampe (Main), Katampe, Abuja",3,Apartment,"₦5,000,000.00",Katampe,"5,000,000.00"
flat / apartment,"₦4,000,000","Katampe (Main), Katampe, Abuja",2,Apartment,"₦4,000,000.00",Katampe,"4,000,000.00"
flat / apartment,"₦5,000,000","Jahi, Abuja",2,Apartment,"₦5,000,000.00",Jahi,"5,000,000.00"
flat / apartment,"₦70,000,000","Jabi, Abuja",18,Apartment,"₦70,000,000.00",Jabi,"70,000,000.00"
flat / apartment,"₦12,000,000","Jahi, Abuja",3,Apartment,"₦12,000,000.00",Jahi,"12,000,000.00"
detached bungalow,"₦8,000,000","Life Camp, Abuja",3,Bungalow,"₦8,000,000.00",Life Camp,"8,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦15,000,000","Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
detached duplex,"₦100,000,000","Guzape District, Abuja",5,Duplex,"₦100,000,000.00",Guzape,"100,000,000.00"
terraced duplex,"₦30,000,000","Guzape District, Abuja",4,Duplex,"₦30,000,000.00",Guzape,"30,000,000.00"
terraced duplex,"₦25,000,000","Guzape District, Abuja",4,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
detached duplex,"₦35,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",5,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
terraced duplex,"₦16,500,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",4,Duplex,"₦16,500,000.00",Katampe,"16,500,000.00"
terraced duplex,"₦15,000,000","Wuye, Abuja",5,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
terraced duplex,"₦35,000,000","Maitama District, Abuja",4,Duplex,"₦35,000,000.00",Maitama,"35,000,000.00"
terraced duplex,"₦10,000,000","Kado, Abuja",3,Duplex,"₦10,000,000.00",Kado,"10,000,000.00"
flat / apartment,"₦180,000,000","Maitama District, Abuja",3,Apartment,"₦180,000,000.00",Maitama,"180,000,000.00"
detached duplex,"₦50,000,000","Maitama District, Abuja",5,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
house,"₦6,000,000","Katampe (Main), Katampe, Abuja",2,House,"₦6,000,000.00",Katampe,"6,000,000.00"
flat / apartment,"₦3,500,000","Life Camp, Abuja",2,Apartment,"₦3,500,000.00",Life Camp,"3,500,000.00"
flat / apartment,"₦20,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
detached duplex,"$200,000","Maitama District, Abuja",17,Duplex,"₦270,994,000.00",Maitama,"270,994,000.00"
flat / apartment,"₦7,000,000","Kaura, Abuja",3,Apartment,"₦7,000,000.00",Kaura,"7,000,000.00"
terraced duplex,"₦15,000,000","Wuye, Abuja",4,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
semi-detached duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
terraced duplex,"₦15,000,000","Jabi, Abuja",4,Duplex,"₦15,000,000.00",Jabi,"15,000,000.00"
flat / apartment,"₦60,000,000","Wuse 2, Abuja",16,Apartment,"₦60,000,000.00",Wuse,"60,000,000.00"
semi-detached duplex,"₦7,000,000","By Nizamiye Hospital, Idu Industrial, Abuja",4,Duplex,"₦7,000,000.00",Idu,"7,000,000.00"
flat / apartment,"₦6,000,000","Before Festrut Estate, Katampe, Abuja",3,Apartment,"₦6,000,000.00",Katampe,"6,000,000.00"
flat / apartment,"₦6,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦6,000,000.00",Katampe,"6,000,000.00"
mini flat (room and parlour),"₦5,000,000","Asokoro District, Abuja",1,Apartment,"₦5,000,000.00",Asokoro,"5,000,000.00"
flat / apartment,"₦100,000,000","By Maitama Bridge, Katampe, Abuja",2,Apartment,"₦100,000,000.00",Maitama,"100,000,000.00"
flat / apartment,"₦4,500,000","Mabushi, Abuja",2,Apartment,"₦4,500,000.00",Mabushi,"4,500,000.00"
terraced duplex,"₦10,000,000","Rockvale Estate, Apo Dutse, Apo, Abuja",3,Duplex,"₦10,000,000.00",Apo,"10,000,000.00"
terraced duplex,"₦15,000,000","Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
terraced duplex,"₦15,000,000","Guzape District, Abuja",5,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
semi-detached duplex,"₦30,000,000","Guzape District, Abuja",5,Duplex,"₦30,000,000.00",Guzape,"30,000,000.00"
semi-detached duplex,"₦25,000,000","Guzape District, Abuja",5,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
detached duplex,"₦130,000,000","Asokoro District, Abuja",6,Duplex,"₦130,000,000.00",Asokoro,"130,000,000.00"
terraced duplex,"₦35,000,000","Asokoro District, Abuja",5,Duplex,"₦35,000,000.00",Asokoro,"35,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦18,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦18,000,000.00",Katampe,"18,000,000.00"
semi-detached duplex,"₦10,000,000","Mabushi, Abuja",4,Duplex,"₦10,000,000.00",Mabushi,"10,000,000.00"
flat / apartment,"₦7,000,000","Quarters Zone E, Apo, Abuja",3,Apartment,"₦7,000,000.00",Apo,"7,000,000.00"
semi-detached duplex,"₦35,000,000","Wuye, Abuja",5,Duplex,"₦35,000,000.00",Wuye,"35,000,000.00"
flat / apartment,"₦25,000,000","Aso-villa Residential Area, Asokoro District, Abuja",2,Apartment,"₦25,000,000.00",Asokoro,"25,000,000.00"
terraced duplex,"₦15,000,000","Wuye Main., Wuye, Abuja",4,Duplex,"₦15,000,000.00",Wuye,"15,000,000.00"
flat / apartment,"₦8,000,000","Kaura, Abuja",3,Apartment,"₦8,000,000.00",Kaura,"8,000,000.00"
terraced duplex,"₦14,000,000","By Next Cash N Carry, Kado, Abuja",4,Duplex,"₦14,000,000.00",Kado,"14,000,000.00"
flat / apartment,"₦5,000,000","By Berger Clinic, Life Camp, Abuja",2,Apartment,"₦5,000,000.00",Life Camp,"5,000,000.00"
detached duplex,"₦16,000,000","Efab Metropolis, Gwarinpa, Abuja",7,Duplex,"₦16,000,000.00",Gwarinpa,"16,000,000.00"
semi-detached duplex,"₦35,000,000","Maitama District, Abuja",4,Duplex,"₦35,000,000.00",Maitama,"35,000,000.00"
house,"₦6,500,000","Wuye, Abuja",2,House,"₦6,500,000.00",Wuye,"6,500,000.00"
flat / apartment,"₦6,500,000","Golden Goose Estate, Life Camp, Abuja",3,Apartment,"₦6,500,000.00",Life Camp,"6,500,000.00"
flat / apartment,"₦6,000,000","Gilmore, Jahi, Abuja",2,Apartment,"₦6,000,000.00",Jahi,"6,000,000.00"
terraced duplex,"₦15,000,000","Diamond Fountain Estate, Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
terraced duplex,"₦25,000,000","Jabi, Abuja",5,Duplex,"₦25,000,000.00",Jabi,"25,000,000.00"
detached duplex,"₦35,000,000","Guzape District, Abuja",5,Duplex,"₦35,000,000.00",Guzape,"35,000,000.00"
terraced duplex,"₦15,000,000","Gwarinpa, Abuja",3,Duplex,"₦15,000,000.00",Gwarinpa,"15,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦20,000,000","Katampe Extension, Katampe, Abuja",2,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
flat / apartment,"₦20,000,000","Katampe Extension, Katampe, Abuja",2,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
flat / apartment,"₦20,000,000","Katampe Extension, Katampe, Abuja",2,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
terraced duplex,"₦10,000,000","Hillside Estate, Dawaki, Gwarinpa, Abuja",4,Duplex,"₦10,000,000.00",Gwarinpa,"10,000,000.00"
detached duplex,"₦100,000,000","Maitama District, Abuja",8,Duplex,"₦100,000,000.00",Maitama,"100,000,000.00"
terraced duplex,"₦17,000,000","Mabushi, Abuja",4,Duplex,"₦17,000,000.00",Mabushi,"17,000,000.00"
terraced duplex,"₦12,000,000","Mabushi, Abuja",3,Duplex,"₦12,000,000.00",Mabushi,"12,000,000.00"
flat / apartment,"₦160,000,000","Jabi, Abuja",3,Apartment,"₦160,000,000.00",Jabi,"160,000,000.00"
terraced duplex,"₦45,000,000","Off Limpopo Street, Maitama District, Abuja",5,Duplex,"₦45,000,000.00",Maitama,"45,000,000.00"
semi-detached duplex,"₦10,000,000","Off Ahmadu Bello Way, Mabushi, Abuja",4,Duplex,"₦10,000,000.00",Mabushi,"10,000,000.00"
flat / apartment,"₦8,000,000","Kaura, Abuja",3,Apartment,"₦8,000,000.00",Kaura,"8,000,000.00"
flat / apartment,"₦6,000,000","Katampe, Abuja",2,Apartment,"₦6,000,000.00",Katampe,"6,000,000.00"
terraced bungalow,"₦15,000,000","Guzape District, Abuja",4,Bungalow,"₦15,000,000.00",Guzape,"15,000,000.00"
