index,Bedrooms,Property Category,District,Price(Float)
2808,3,Duplex,Jabi,"32,000,000.00"
2809,2,Apartment,Katampe,"6,500,000.00"
2810,3,Apartment,Maitama,"20,000,000.00"
2811,1,Apartment,Guzape,"4,500,000.00"
2812,4,Duplex,Guzape,"15,000,000.00"
2813,2,Apartment,Jahi,"12,000,000.00"
2814,2,House,Maitama,"26,000,000.00"
2815,3,House,Wuse,"12,000,000.00"
2816,2,Apartment,Jahi,"15,000,000.00"
2817,2,Apartment,Guzape,"15,000,000.00"
2818,3,Apartment,Maitama,"20,000,000.00"
2819,3,Apartment,Jahi,"8,500,000.00"
2820,3,Duplex,Asokoro,"10,000,000.00"
2821,7,Duplex,Asokoro,"45,000,000.00"
2822,2,House,Jahi,"9,000,000.00"
2823,2,Apartment,Idu,"2,000,000.00"
2824,3,Duplex,Jabi,"32,000,000.00"
2825,3,Apartment,Garki,"8,000,000.00"
2826,3,Apartment,Garki,"6,000,000.00"
2827,4,Duplex,Katampe,"25,000,000.00"
2828,4,House,Katampe,"12,500,000.00"
2829,4,Duplex,Maitama,"25,000,000.00"
2830,4,Duplex,Life Camp,"12,000,000.00"
2831,4,Duplex,Maitama,"25,000,000.00"
2832,2,Apartment,Jahi,"12,000,000.00"
2833,4,Duplex,Maitama,"50,000,000.00"
2834,4,Duplex,Maitama,"27,000,000.00"
2835,4,House,Lugbe,"190,000,000.00"
2836,3,Apartment,Jahi,"7,000,000.00"
2837,4,Duplex,Jahi,"15,000,000.00"
2838,4,Duplex,Jahi,"13,000,000.00"
2839,5,Duplex,Guzape,"18,000,000.00"
2840,3,Apartment,Maitama,"20,000,000.00"
2841,4,Duplex,Mabushi,"10,000,000.00"
2842,3,Apartment,Kaura,"8,000,000.00"
2843,3,Apartment,Wuye,"7,000,000.00"
2844,3,Duplex,Jabi,"32,000,000.00"
2845,3,Apartment,Katampe,"20,000,000.00"
2846,4,Duplex,Maitama,"15,000,000.00"
2847,5,Duplex,Gwarinpa,"11,000,000.00"
2848,5,Duplex,Wuye,"25,000,000.00"
2849,3,House,Maitama,"16,000,000.00"
2850,3,Apartment,Mabushi,"8,000,000.00"
2851,3,Apartment,Maitama,"180,000,000.00"
2852,4,Duplex,Gwarinpa,"6,000,000.00"
2853,2,Apartment,Idu,"3,000,000.00"
2854,6,Duplex,Maitama,"60,000,000.00"
2855,3,House,Jahi,"10,000,000.00"
2856,5,Duplex,Mabushi,"15,000,000.00"
2857,3,Apartment,Jabi,"8,000,000.00"
2858,4,Duplex,Wuse,"30,000,000.00"
2859,2,Apartment,Wuse,"12,000,000.00"
2860,3,Apartment,Jabi,"6,000,000.00"
2861,3,Duplex,Jabi,"32,000,000.00"
2862,5,Duplex,Katampe,"30,000,000.00"
2863,2,Apartment,Jahi,"10,000,000.00"
2864,4,Bungalow,Gwarinpa,"10,000,000.00"
2865,28,Duplex,Jahi,"105,000,000.00"
2866,34,Apartment,Wuse,"10,000,000.00"
2867,4,Duplex,Mabushi,"12,000,000.00"
2868,1,Apartment,Gwarinpa,"1,800,000.00"
2869,2,Bungalow,Gwarinpa,"3,000,000.00"
2870,1,Apartment,Utako,"4,000,000.00"
2871,2,Bungalow,Gwarinpa,"3,500,000.00"
2872,1,Apartment,Life Camp,"2,500,000.00"
2873,4,Duplex,Guzape,"15,000,000.00"
2874,4,Duplex,Guzape,"450,000,000.00"
2875,5,Duplex,Maitama,"100,000,000.00"
2876,3,Duplex,Kado,"10,000,000.00"
2877,3,Apartment,Jahi,"20,000,000.00"
2878,3,Duplex,Jabi,"32,000,000.00"
2879,4,Duplex,Katampe,"17,000,008.00"
2880,6,Duplex,Katampe,"30,000,000.00"
2881,4,Duplex,Maitama,"25,000,000.00"
2882,3,Apartment,Wuye,"8,000,000.00"
2883,2,Apartment,Gwarinpa,"4,500,000.00"
2884,4,Duplex,Jahi,"13,000,000.00"
2885,3,Apartment,Guzape,"8,000,000.00"
2886,4,Duplex,Katampe,"30,000,000.00"
2887,3,Duplex,Life Camp,"6,000,000.00"
2888,5,Duplex,Life Camp,"13,000,000.00"
2889,4,Duplex,Lugbe,"4,500,000.00"
2890,5,Duplex,Life Camp,"13,000,000.00"
2891,3,Duplex,Jabi,"32,000,000.00"
2892,4,Duplex,Katampe,"16,500,000.00"
2893,3,Apartment,Maitama,"40,000,000.00"
2894,3,Apartment,Asokoro,"250,000,000.00"
2895,4,Duplex,Guzape,"20,000,000.00"
2896,2,Apartment,Jahi,"60,000,000.00"
2897,3,Apartment,Jahi,"10,000,000.00"
2898,4,Duplex,Guzape,"18,000,000.00"
2899,5,Duplex,Asokoro,"30,000,000.00"
2900,2,Apartment,Garki,"32,000,000.00"
2901,4,House,Life Camp,"10,000,000.00"
2902,4,Duplex,Asokoro,"15,000,000.00"
2903,5,Duplex,Guzape,"63,000,000.00"
2904,5,Duplex,Guzape,"60,000,000.00"
2905,5,Duplex,Kado,"15,000,000.00"
2906,2,Apartment,Wuse,"15,000,000.00"
2907,3,Duplex,Jabi,"32,000,000.00"
2908,3,Apartment,Katampe,"10,000,000.00"
2909,2,Apartment,Apo,"4,500,000.00"
2910,3,Apartment,Guzape,"14,500,000.00"
2911,3,Apartment,Durumi,"15,000,000.00"
2912,3,Apartment,Jahi,"8,000,000.00"
2913,4,Duplex,Jahi,"15,000,000.00"
2914,4,Duplex,Maitama,"60,000,000.00"
2915,3,Apartment,Maitama,"35,000,000.00"
2916,6,Duplex,Maitama,"50,000,000.00"
2917,4,Duplex,Guzape,"28,000,000.00"
2918,3,Duplex,Kabusa,"7,000,000.00"
2919,3,Apartment,Mabushi,"9,000,000.00"
2920,4,Duplex,Jahi,"12,000,000.00"
2921,3,Duplex,Jabi,"32,000,000.00"
2922,2,Apartment,Lugbe,"2,500,000.00"
2923,7,Duplex,Apo,"45,000,000.00"
2924,3,Apartment,Wuye,"10,000,000.00"
2925,5,Duplex,Asokoro,"60,000,000.00"
2926,4,Duplex,Gwarinpa,"12,000,000.00"
2927,7,Duplex,Asokoro,"203,245,500.00"
2928,3,Apartment,Wuye,"45,000,000.00"
2929,3,Apartment,Life Camp,"6,000,000.00"
2930,5,Duplex,Guzape,"30,000,000.00"
2931,2,Apartment,Jahi,"6,000,000.00"
2932,5,Duplex,Katampe,"18,000,000.00"
2933,3,Apartment,Idu,"5,500,000.00"
2934,2,Apartment,Wuse,"15,000,000.00"
2935,3,Apartment,Maitama,"35,000,000.00"
2936,2,Apartment,Life Camp,"6,000,000.00"
2937,5,Duplex,Jahi,"12,000,000.00"
2938,3,Duplex,Jabi,"32,000,000.00"
2939,4,Duplex,Katampe,"25,000,000.00"
2940,5,Duplex,Gwarinpa,"25,000,000.00"
2941,2,Apartment,Garki,"100,000,000.00"
2942,2,Apartment,Durumi,"5,000,000.00"
2943,4,Duplex,Apo,"12,000,000.00"
2944,3,Apartment,Maitama,"20,000,000.00"
2945,3,Duplex,Gwarinpa,"7,000,000.00"
2946,4,Duplex,Guzape,"15,000,000.00"
2947,2,Apartment,Katampe,"5,500,000.00"
2948,4,Duplex,Guzape,"30,000,000.00"
2949,3,Apartment,Garki,"8,000,000.00"
2950,3,Apartment,Life Camp,"8,000,000.00"
2951,2,Apartment,Life Camp,"7,000,000.00"
2952,4,Duplex,Life Camp,"10,000,000.00"
2953,2,Bungalow,Gwarinpa,"4,500,000.00"
2954,5,Duplex,Jabi,"20,000,000.00"
2955,2,Duplex,Gwarinpa,"4,000,000.00"
2956,2,Apartment,Jahi,"45,000,000.00"
2957,2,Apartment,Wuye,"6,500,000.00"
2958,3,Duplex,Jabi,"32,000,000.00"
2959,4,Duplex,Katampe,"12,000,000.00"
2960,4,Duplex,Katampe,"18,000,000.00"
2961,4,Duplex,Katampe,"18,000,000.00"
2962,3,Apartment,Katampe,"10,000,000.00"
2963,4,Duplex,Katampe,"25,000,000.00"
2964,4,Duplex,Katampe,"20,000,000.00"
2965,4,House,Lugbe,"8,000,000.00"
2966,4,Duplex,Jabi,"13,000,000.00"
2967,5,Duplex,Katampe,"20,000,000.00"
2968,3,Apartment,Durumi,"5,500,000.00"
2969,2,House,Lugbe,"3,500,000.00"
2970,5,Duplex,Jabi,"35,000,000.00"
2971,4,Duplex,Asokoro,"35,000,000.00"
2972,8,Duplex,Asokoro,"40,000,000.00"
2973,3,Duplex,Jabi,"32,000,000.00"
2974,4,Duplex,Gwarinpa,"10,000,000.00"
2975,2,Apartment,Jahi,"12,000,000.00"
2976,3,Apartment,Wuye,"10,000,000.00"
2977,4,Duplex,Wuye,"18,000,000.00"
2978,3,Apartment,Wuse,"60,973,650.00"
2979,3,Apartment,Wuse,"54,198,800.00"
2980,4,Duplex,Maitama,"25,000,000.00"
2981,6,Duplex,Wuye,"30,000,000.00"
2982,4,Duplex,Guzape,"15,000,000.00"
2983,4,Duplex,Life Camp,"16,000,000.00"
2984,4,Duplex,Guzape,"20,000,000.00"
2985,2,Apartment,Jahi,"12,000,000.00"
2986,4,Duplex,Guzape,"15,000,000.00"
2987,3,Bungalow,Life Camp,"8,500,000.00"
2988,4,Duplex,Lugbe,"5,000,000.00"
2989,5,Duplex,Guzape,"60,000,000.00"
2990,4,Duplex,Life Camp,"10,000,000.00"
2991,3,Duplex,Jabi,"32,000,000.00"
2992,5,Duplex,Kaura,"20,000,000.00"
2993,6,Duplex,Katampe,"35,000,000.00"
2994,3,Apartment,Katampe,"30,000,000.00"
2995,4,Duplex,Guzape,"15,000,000.00"
2996,4,Duplex,Life Camp,"15,000,000.00"
2997,2,Apartment,Jahi,"15,000,000.00"
2998,4,Duplex,Jabi,"10,000,000.00"
2999,4,Duplex,Lugbe,"9,000,000.00"
3000,2,Apartment,Wuye,"6,000,000.00"
3001,2,Apartment,Wuye,"6,500,000.00"
3002,2,Apartment,Lugbe,"3,500,000.00"
3003,4,Apartment,Guzape,"15,000,000.00"
3004,2,Apartment,Jahi,"12,000,000.00"
3005,2,Apartment,Guzape,"15,000,000.00"
3006,5,Duplex,Asokoro,"25,000,000.00"
3007,3,Apartment,Maitama,"20,000,000.00"
3008,3,Duplex,Jabi,"32,000,000.00"
3009,5,Duplex,Katampe,"35,000,000.00"
3010,5,Duplex,Katampe,"30,000,000.00"
3011,5,Duplex,Katampe,"20,000,000.00"
3012,4,Duplex,Asokoro,"25,000,000.00"
3013,3,Apartment,Jabi,"10,000,000.00"
3014,2,Apartment,Utako,"7,000,000.00"
3015,4,Duplex,Wuye,"20,000,000.00"
3016,3,Apartment,Idu,"6,000,000.00"
3017,5,Duplex,Asokoro,"94,847,900.00"
3018,1,Apartment,Gwarinpa,"2,500,000.00"
3019,8,Duplex,Maitama,"100,000,000.00"
3020,7,Duplex,Maitama,"80,000,000.00"
3021,4,Duplex,Gwarinpa,"8,000,000.00"
3022,5,Duplex,Jabi,"20,000,000.00"
3023,5,Duplex,Asokoro,"130,000,000.00"
3024,3,Apartment,Maitama,"180,000,000.00"
3025,4,Duplex,Katampe,"15,000,000.00"
3026,3,Apartment,Lokogoma,"5,000,000.00"
3027,3,Duplex,Jabi,"32,000,000.00"
3028,4,Duplex,Katampe,"12,000,000.00"
3029,3,Duplex,Gwarinpa,"7,000,000.00"
3030,3,Apartment,Gwarinpa,"8,000,000.00"
3031,2,Apartment,Wuye,"7,000,000.00"
3032,9,Duplex,Wuse,"40,000,000.00"
3033,3,Duplex,Asokoro,"12,000,000.00"
3034,4,Duplex,Guzape,"13,000,000.00"
3035,5,Duplex,Wuse,"30,000,000.00"
3036,4,Duplex,Wuse,"28,000,000.00"
3037,5,Duplex,Lugbe,"180,000,000.00"
3038,1,Apartment,Asokoro,"10,000,000.00"
3039,2,Duplex,Asokoro,"20,000,000.00"
3040,6,Duplex,Gwarinpa,"50,000,000.00"
3041,5,Duplex,Idu,"8,000,000.00"
3042,3,Duplex,Asokoro,"9,000,000.00"
3043,3,Duplex,Jabi,"32,000,000.00"
3044,3,Bungalow,Katampe,"8,500,000.00"
3045,3,Apartment,Life Camp,"6,000,000.00"
3046,3,Apartment,Guzape,"30,000,000.00"
3047,4,Duplex,Gwarinpa,"13,000,000.00"
3048,4,Duplex,Jahi,"13,000,000.00"
3049,3,Apartment,Katampe,"8,500,000.00"
3050,5,Duplex,Apo,"15,000,000.00"
3051,5,House,Jahi,"20,000,000.00"
3052,4,Duplex,Asokoro,"25,000,000.00"
3053,5,Duplex,Asokoro,"50,000,000.00"
3054,4,Duplex,Apo,"13,500,000.00"
3055,3,Duplex,Jabi,"32,000,000.00"
3056,3,Duplex,Katampe,"15,000,000.00"
3057,1,Apartment,Katampe,"7,500,000.00"
3058,4,Duplex,Maitama,"75,000,000.00"
3059,4,Duplex,Wuse,"35,000,000.00"
3060,4,Duplex,Wuye,"15,000,000.00"
3061,3,Apartment,Maitama,"15,000,000.00"
3062,7,House,Maitama,"60,000,000.00"
3063,4,Duplex,Maitama,"50,000,000.00"
3064,4,Duplex,Jahi,"12,000,000.00"
3065,5,Duplex,Jahi,"20,000,000.00"
3066,3,Apartment,Wuye,"7,500,000.00"
3067,5,Duplex,Guzape,"60,000,000.00"
3068,3,Apartment,Jahi,"51,000,000.00"
3069,4,Duplex,Idu,"8,000,000.00"
3070,2,Apartment,Life Camp,"5,000,000.00"
3071,3,Apartment,Life Camp,"6,000,000.00"
3072,3,Apartment,Wuse,"12,000,000.00"
3073,5,Duplex,Maitama,"50,000,000.00"
3074,2,Apartment,Life Camp,"4,000,000.00"
3075,3,Duplex,Jabi,"32,000,000.00"
3076,6,Duplex,Katampe,"20,000,000.00"
3077,3,Apartment,Katampe,"5,500,000.00"
3078,7,Duplex,Maitama,"150,000,000.00"
3079,3,Apartment,Jahi,"8,500,000.00"
3080,4,Duplex,Asokoro,"13,000,000.00"
3081,2,Apartment,Maitama,"26,000,000.00"
3082,3,Apartment,Wuse,"9,000,000.00"
3083,3,Apartment,Asokoro,"22,000,000.00"
3084,5,Duplex,Maitama,"50,000,000.00"
3085,3,Apartment,Utako,"45,000,000.00"
3086,3,Apartment,Jabi,"5,000,000.00"
3087,1,Apartment,Durumi,"4,500,000.00"
3088,1,Apartment,Wuye,"5,000,000.00"
3089,4,Duplex,Katampe,"20,000,000.00"
3090,6,Duplex,Maitama,"45,000,000.00"
3091,4,Duplex,Guzape,"15,000,000.00"
3092,3,Duplex,Jabi,"32,000,000.00"
3093,6,Duplex,Katampe,"17,000,000.00"
3094,6,Duplex,Katampe,"30,000,000.00"
3095,3,Apartment,Katampe,"8,500,000.00"
3096,3,Duplex,Katampe,"7,500,000.00"
3097,2,House,Lugbe,"5,000,000.00"
3098,4,Duplex,Jahi,"12,000,000.00"
3099,3,Apartment,Asokoro,"22,000,000.00"
3100,4,Duplex,Jahi,"12,000,000.00"
3101,6,Duplex,Asokoro,"150,000,000.00"
3102,4,Duplex,Mabushi,"12,000,000.00"
3103,3,Apartment,Maitama,"20,000,000.00"
3104,4,Duplex,Gwarinpa,"11,000,000.00"
3105,3,Apartment,Durumi,"8,000,000.00"
3106,1,Apartment,Life Camp,"3,000,000.00"
3107,3,Duplex,Maitama,"60,973,650.00"
3108,3,Apartment,Jahi,"8,000,000.00"
3109,3,Apartment,Jahi,"10,000,000.00"
3110,4,Apartment,Mabushi,"12,000,000.00"
3111,3,Duplex,Jabi,"32,000,000.00"
3112,4,Duplex,Katampe,"20,000,000.00"
3113,5,Duplex,Idu,"10,000,000.00"
3114,2,Apartment,Life Camp,"4,500,000.00"
3115,3,Apartment,Maitama,"35,000,000.00"
3116,3,Apartment,Maitama,"8,000,000.00"
3117,4,Apartment,Wuse,"13,000,000.00"
3118,4,Duplex,Idu,"10,000,000.00"
3119,3,Apartment,Wuse,"94,847,900.00"
3120,3,Apartment,Life Camp,"5,000,000.00"
3121,2,Duplex,Life Camp,"8,000,000.00"
3122,4,Duplex,Jahi,"12,000,000.00"
3123,5,Duplex,Jahi,"20,000,000.00"
3124,4,Duplex,Jahi,"7,000,000.00"
3125,4,Duplex,Life Camp,"8,000,000.00"
3126,3,Apartment,Life Camp,"4,500,000.00"
3127,3,Apartment,Life Camp,"7,500,000.00"
3128,2,Apartment,Life Camp,"5,000,000.00"
3129,3,Duplex,Jabi,"32,000,000.00"
3130,4,Duplex,Katampe,"15,000,000.00"
3131,4,Duplex,Maitama,"100,000,000.00"
3132,7,Duplex,Maitama,"150,000,000.00"
3133,4,Duplex,Gwarinpa,"13,000,000.00"
3134,3,Apartment,Mabushi,"7,000,000.00"
3135,3,Duplex,Jahi,"10,000,000.00"
3136,3,Apartment,Mabushi,"10,500,000.00"
3137,4,Duplex,Maitama,"35,000,000.00"
3138,4,Duplex,Maitama,"35,000,000.00"
3139,3,Bungalow,Lokogoma,"7,000,000.00"
3140,3,Duplex,Jabi,"32,000,000.00"
3141,4,Duplex,Jahi,"12,000,000.00"
3142,3,Apartment,Life Camp,"6,000,000.00"
3143,4,Duplex,Guzape,"15,000,000.00"
3144,4,Duplex,Asokoro,"30,000,000.00"
3145,4,Duplex,Wuse,"40,000,000.00"
3146,4,Duplex,Kado,"20,000,000.00"
3147,4,Duplex,Wuye,"18,000,000.00"
3148,5,Duplex,Wuye,"25,000,000.00"
3149,4,Duplex,Utako,"14,000,000.00"
3150,3,Apartment,Guzape,"45,000,000.00"
3151,3,Apartment,Maitama,"20,000,000.00"
3152,6,Duplex,Asokoro,"150,000,000.00"
3153,5,Duplex,Wuye,"25,000,000.00"
3154,3,Apartment,Kaura,"5,000,000.00"
3155,3,Apartment,Maitama,"20,000,000.00"
3156,3,Apartment,Life Camp,"4,500,000.00"
3157,2,Apartment,Jahi,"7,000,000.00"
3158,4,Duplex,Jahi,"10,000,000.00"
3159,3,Apartment,Jahi,"8,000,000.00"
3160,4,Duplex,Maitama,"100,000,000.00"
3161,3,Duplex,Jabi,"32,000,000.00"
3162,3,Apartment,Katampe,"200,000,000.00"
3163,4,Duplex,Katampe,"15,000,000.00"
3164,5,Duplex,Idu,"15,000,000.00"
3165,18,Apartment,Asokoro,"1,761,461,000.00"
3166,5,Duplex,Jahi,"30,000,000.00"
3167,8,Duplex,Wuse,"3,000,000,000.00"
3168,3,Apartment,Jahi,"10,000,000.00"
3169,4,Duplex,Lugbe,"6,000,000.00"
3170,5,Duplex,Guzape,"20,000,000.00"
3171,4,Duplex,Guzape,"15,000,000.00"
3172,3,Apartment,Jahi,"19,000,000.00"
3173,3,Apartment,Apo,"7,000,000.00"
3174,5,Duplex,Wuye,"25,000,000.00"
3175,5,Duplex,Asokoro,"30,000,000.00"
3176,2,Apartment,Jahi,"7,000,000.00"
3177,1,Apartment,Lokogoma,"2,750,000.00"
3178,3,Duplex,Jabi,"32,000,000.00"
3179,4,Duplex,Utako,"18,000,000.00"
3180,1,Apartment,Asokoro,"10,000,000.00"
3181,2,Apartment,Asokoro,"20,000,000.00"
3182,5,Duplex,Utako,"20,000,000.00"
3183,3,Duplex,Lugbe,"10,000,000.00"
3184,2,Apartment,Idu,"8,000,000.00"
3185,3,Apartment,Wuye,"10,000,000.00"
3186,3,Apartment,Idu,"9,000,000.00"
3187,4,Duplex,Idu,"9,000,000.00"
3188,4,Duplex,Lugbe,"12,000,000.00"
3189,3,House,Jahi,"8,000,000.00"
3190,3,House,Jahi,"10,000,000.00"
3191,3,Apartment,Guzape,"12,000,000.00"
3192,3,Apartment,Guzape,"12,000,000.00"
3193,2,Apartment,Wuse,"25,000,000.00"
3194,3,Apartment,Jahi,"9,000,000.00"
3195,2,Apartment,Jahi,"9,500,000.00"
3196,3,Duplex,Jabi,"32,000,000.00"
3197,2,Apartment,Katampe,"7,000,000.00"
3198,4,Duplex,Katampe,"10,000,000.00"
3199,3,Apartment,Gwarinpa,"4,500,000.00"
3200,6,Duplex,Maitama,"50,000,000.00"
3201,3,Apartment,Maitama,"35,000,000.00"
3202,3,Apartment,Wuye,"10,000,000.00"
3203,4,Duplex,Kado,"20,000,000.00"
3204,2,Apartment,Life Camp,"4,500,000.00"
3205,4,House,Utako,"18,000,000.00"
3206,1,Duplex,Wuse,"100,000,000.00"
3207,9,Duplex,Wuse,"45,000,000.00"
3208,3,Apartment,Mabushi,"8,000,000.00"
3209,4,Duplex,Idu,"10,000,000.00"
3210,3,Duplex,Jabi,"32,000,000.00"
3211,4,Duplex,Gwarinpa,"10,000,000.00"
3212,4,Duplex,Gwarinpa,"10,000,000.00"
3213,2,Apartment,Mabushi,"15,000,000.00"
3214,4,Duplex,Wuye,"25,000,000.00"
3215,4,Duplex,Utako,"18,000,000.00"
3216,2,Apartment,Guzape,"15,000,000.00"
3217,3,Bungalow,Life Camp,"8,500,000.00"
3218,6,Duplex,Jabi,"60,000,000.00"
3219,5,Duplex,Maitama,"60,000,000.00"
3220,3,Apartment,Utako,"8,500,000.00"
3221,2,Apartment,Jahi,"5,000,000.00"
3222,3,Apartment,Life Camp,"6,000,000.00"
3223,3,Apartment,Jabi,"6,000,000.00"
3224,4,Duplex,Asokoro,"25,000,000.00"
3225,5,Duplex,Wuye,"25,000,000.00"
3226,6,Duplex,Maitama,"50,000,000.00"
3227,3,Duplex,Jabi,"32,000,000.00"
3228,4,Duplex,Wuse,"20,000,000.00"
3229,6,Duplex,Katampe,"20,000,000.00"
3230,5,Duplex,Katampe,"20,000,000.00"
3231,4,Duplex,Maitama,"20,000,000.00"
3232,2,Bungalow,Guzape,"700,000.00"
3233,2,Apartment,Jahi,"10,000,000.00"
3234,5,Duplex,Apo,"14,000,000.00"
3235,5,Duplex,Asokoro,"50,000,000.00"
3236,18,House,Maitama,"150,000,000.00"
3237,3,Apartment,Idu,"6,000,000.00"
3238,4,Duplex,Mabushi,"12,000,000.00"
3239,4,Duplex,Asokoro,"25,000,000.00"
3240,6,Duplex,Maitama,"120,000,000.00"
3241,4,Duplex,Kado,"20,000,000.00"
3242,3,Apartment,Kado,"8,000,000.00"
3243,2,Apartment,Durumi,"7,000,000.00"
3244,3,Apartment,Maitama,"25,000,000.00"
3245,2,Apartment,Jahi,"15,000,000.00"
3246,4,Apartment,Mabushi,"12,000,000.00"
3247,3,Duplex,Jabi,"32,000,000.00"
3248,6,Duplex,Katampe,"20,000,000.00"
3249,4,Duplex,Katampe,"50,000,000.00"
3250,6,Duplex,Katampe,"20,000,000.00"
3251,3,Apartment,Katampe,"8,000,000.00"
3252,2,Apartment,Gwarinpa,"3,500,000.00"
3253,2,Apartment,Apo,"3,500,000.00"
3254,5,Duplex,Idu,"12,000,000.00"
3255,3,Apartment,Jahi,"20,000,000.00"
3256,4,Duplex,Guzape,"17,000,000.00"
3257,10,Apartment,Maitama,"100,000,000.00"
3258,5,Duplex,Maitama,"100,000,000.00"
3259,4,Duplex,Wuse,"35,000,000.00"
3260,5,Duplex,Maitama,"30,000,000.00"
3261,2,Apartment,Guzape,"10,000,000.00"
3262,6,Duplex,Jabi,"60,000,000.00"
3263,2,Apartment,Wuse,"15,000,000.00"
3264,5,Duplex,Asokoro,"25,000,000.00"
3265,3,Apartment,Jabi,"35,000,000.00"
3266,3,Apartment,Jahi,"11,000,000.00"
3267,3,Duplex,Jabi,"32,000,000.00"
3268,4,Duplex,Katampe,"25,000,000.00"
3269,4,Duplex,Katampe,"25,000,000.00"
3270,4,Duplex,Katampe,"25,000,000.00"
3271,6,Duplex,Katampe,"20,000,000.00"
3272,3,Apartment,Jahi,"10,000,000.00"
3273,4,Duplex,Jabi,"40,000,000.00"
3274,3,Apartment,Jahi,"9,000,000.00"
3275,3,Apartment,Jabi,"40,649,100.00"
3276,5,Duplex,Wuse,"54,198,800.00"
3277,4,Duplex,Maitama,"25,000,000.00"
3278,5,Duplex,Wuse,"40,000,000.00"
3279,5,Duplex,Life Camp,"14,000,000.00"
3280,3,Apartment,Jahi,"20,000,000.00"
3281,2,Apartment,Jahi,"10,000,000.00"
3282,4,Duplex,Maitama,"121,947,300.00"
3283,5,Duplex,Jahi,"15,000,000.00"
3284,4,Duplex,Jahi,"12,000,000.00"
3285,2,Apartment,Utako,"6,000,000.00"
3286,3,Duplex,Jabi,"32,000,000.00"
3287,4,Duplex,Kaura,"12,000,000.00"
3288,3,Apartment,Katampe,"6,000,000.00"
3289,3,Apartment,Katampe,"5,000,000.00"
3290,5,Duplex,Gwarinpa,"10,000,000.00"
3291,4,Duplex,Asokoro,"15,000,000.00"
3292,5,Duplex,Maitama,"90,000,000.00"
3293,5,Duplex,Mabushi,"15,000,000.00"
3294,4,Duplex,Durumi,"270,000,000.00"
3295,4,Duplex,Maitama,"35,000,000.00"
3296,4,Duplex,Asokoro,"27,000,000.00"
3297,5,Duplex,Asokoro,"60,000,000.00"
3298,5,Duplex,Maitama,"70,000,000.00"
3299,4,Duplex,Guzape,"12,000,000.00"
3300,4,Duplex,Guzape,"18,000,000.00"
3301,3,Duplex,Asokoro,"8,800,000.00"
3302,3,Apartment,Utako,"60,000,000.00"
3303,1,Apartment,Wuse,"12,000,000.00"
3304,3,Duplex,Jabi,"32,000,000.00"
3305,3,Apartment,Katampe,"20,000,000.00"
3306,2,Apartment,Katampe,"7,000,000.00"
3307,4,Duplex,Katampe,"30,000,000.00"
3308,3,House,Asokoro,"9,500,000.00"
3309,2,Apartment,Jabi,"37,939,160,000.00"
3310,5,Duplex,Idu,"6,500,000.00"
3311,2,Apartment,Jabi,"37,939,160.00"
3312,2,Apartment,Garki,"18,000,000.00"
3313,1,Apartment,Mabushi,"2,000,000.00"
3314,2,Apartment,Guzape,"15,000,000.00"
3315,3,Apartment,Jahi,"8,500,000.00"
3316,3,Bungalow,Idu,"5,000,000.00"
3317,1,Apartment,Idu,"1,600,000.00"
3318,3,Duplex,Idu,"5,500,000.00"
3319,4,Duplex,Jahi,"12,000,000.00"
3320,3,Apartment,Maitama,"35,000,000.00"
3321,4,Duplex,Lokogoma,"15,000,000.00"
3322,4,Duplex,Lokogoma,"15,000,000.00"
3323,3,Duplex,Jabi,"32,000,000.00"
3324,5,Duplex,Wuse,"25,000,000.00"
3325,4,Duplex,Katampe,"25,000,000.00"
3326,3,Apartment,Katampe,"8,000,000.00"
3327,1,Apartment,Gwarinpa,"3,000,000.00"
3328,3,Duplex,Asokoro,"35,000,000.00"
3329,1,Apartment,Wuse,"7,500,000.00"
3330,3,Apartment,Utako,"7,000,000.00"
3331,5,Duplex,Kado,"20,000,000.00"
3332,1,Apartment,Lugbe,"900,000.00"
3333,4,Duplex,Asokoro,"40,000,000.00"
3334,3,Apartment,Lugbe,"2,500,000.00"
3335,1,Apartment,Lugbe,"1,300,000.00"
3336,5,Duplex,Jahi,"18,000,000.00"
3337,4,Duplex,Maitama,"50,000,000.00"
3338,5,Duplex,Maitama,"60,000,000.00"
3339,5,Duplex,Gwarinpa,"15,000,000.00"
3340,3,Apartment,Wuye,"10,000,000.00"
3341,3,Duplex,Jabi,"32,000,000.00"
3342,5,Duplex,Katampe,"30,000,000.00"
3343,4,Duplex,Katampe,"25,000,000.00"
3344,4,Duplex,Katampe,"25,000,000.00"
3345,4,Duplex,Katampe,"25,000,000.00"
3346,4,House,Guzape,"15,000,000.00"
3347,5,Duplex,Wuse,"100,000,000.00"
3348,2,Apartment,Lugbe,"4,000,000.00"
3349,4,Duplex,Lugbe,"12,000,000.00"
3350,6,Duplex,Lugbe,"9,000,000.00"
3351,2,Apartment,Jahi,"11,000,000.00"
3352,3,Apartment,Jahi,"9,000,000.00"
3353,5,Duplex,Maitama,"50,000,000.00"
3354,4,Duplex,Gwarinpa,"10,000,000.00"
3355,3,Apartment,Maitama,"15,000,000.00"
3356,3,Duplex,Jabi,"32,000,000.00"
3357,4,Duplex,Katampe,"19,000,000.00"
3358,3,Apartment,Katampe,"8,500,000.00"
3359,2,Apartment,Lugbe,"2,000,000.00"
3360,4,Duplex,Jahi,"13,000,000.00"
3361,4,Duplex,Jahi,"17,000,000.00"
