,index,Bedrooms,Property Category,District,Price(Float),Price_Per_Bed,effective_bedrooms,price_per_bedroom,district_tier,property_type_code
1204,1204,6,Duplex,Asokoro,40000000.0,6666666.666666667,6,6666666.666666667,Luxury,2
1205,1205,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
1206,1206,5,House,Guzape,15000000.0,3000000.0,5,3000000.0,Luxury,3
1207,1207,3,Duplex,Guzape,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,2
1208,1208,5,Duplex,Guzape,30000000.0,6000000.0,5,6000000.0,Luxury,2
1209,1209,1,Bungalow,Asokoro,7500000.0,7500000.0,1,7500000.0,Luxury,1
1211,1211,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1212,1212,2,Apartment,Katampe,7000000.0,3500000.0,2,3500000.0,Luxury,0
1213,1213,4,Duplex,Gwarinpa,12000000.0,3000000.0,4,3000000.0,Budget,2
1214,1214,3,Apartment,Gwarinpa,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,0
1215,1215,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
1217,1217,4,House,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,3
1218,1218,2,Apartment,Lugbe,15000000.0,7500000.0,2,7500000.0,Budget,0
1219,1219,1,Apartment,Lugbe,2500000.0,2500000.0,1,2500000.0,Budget,0
1220,1220,2,Apartment,Maitama,25000000.0,12500000.0,2,12500000.0,Luxury,0
1221,1221,3,Apartment,Mabushi,25000000.0,8333333.333333333,3,8333333.333333333,Mid-Range,0
1222,1222,2,Apartment,Gwarinpa,22500000.0,11250000.0,2,11250000.0,Budget,0
1223,1223,3,Apartment,Mabushi,10500000.0,3500000.0,3,3500000.0,Mid-Range,0
1224,1224,5,Duplex,Mabushi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
1225,1225,3,Apartment,Wuye,6500000.0,2166666.6666666665,3,2166666.6666666665,Luxury,0
1226,1226,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1227,1227,2,Apartment,Katampe,7500000.0,3750000.0,2,3750000.0,Luxury,0
1228,1228,4,Duplex,Gwarinpa,12000000.0,3000000.0,4,3000000.0,Budget,2
1230,1230,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1231,1231,4,Duplex,Gwarinpa,12000000.0,3000000.0,4,3000000.0,Budget,2
1232,1232,2,Apartment,Maitama,47423950.0,23711975.0,2,23711975.0,Luxury,0
1233,1233,3,Apartment,Jahi,14000000.0,4666666.666666667,3,4666666.666666667,Mid-Range,0
1234,1234,2,Apartment,Guzape,7000000.0,3500000.0,2,3500000.0,Luxury,0
1235,1235,2,House,Lugbe,15000000.0,7500000.0,2,7500000.0,Budget,3
1236,1236,1,Apartment,Lugbe,5000000.0,5000000.0,1,5000000.0,Budget,0
1237,1237,3,Duplex,Lokogoma,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,2
1238,1238,1,Apartment,Maitama,5000000.0,5000000.0,1,5000000.0,Luxury,0
1239,1239,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
1240,1240,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1241,1241,4,Duplex,Katampe,18000000.0,4500000.0,4,4500000.0,Luxury,2
1242,1242,6,Duplex,Katampe,25000000.0,4166666.6666666665,6,4166666.6666666665,Luxury,2
1243,1243,2,Apartment,Katampe,7000000.0,3500000.0,2,3500000.0,Luxury,0
1244,1244,2,Apartment,Gwarinpa,5000000.0,2500000.0,2,2500000.0,Budget,0
1245,1245,3,Bungalow,Lugbe,3000000.0,1000000.0,3,1000000.0,Budget,1
1246,1246,5,Duplex,Guzape,28000000.0,5600000.0,5,5600000.0,Luxury,2
1247,1247,3,Apartment,Life Camp,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
1248,1248,4,House,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,3
1250,1250,2,Apartment,Life Camp,4000000.0,2000000.0,2,2000000.0,Budget,0
1251,1251,5,Duplex,Apo,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
1252,1252,2,Apartment,Life Camp,15000000.0,7500000.0,2,7500000.0,Budget,0
1253,1253,3,Apartment,Mabushi,9500000.0,3166666.6666666665,3,3166666.6666666665,Mid-Range,0
1254,1254,3,Apartment,Wuye,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1255,1255,4,Duplex,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,2
1256,1256,5,Duplex,Guzape,15000000.0,3000000.0,5,3000000.0,Luxury,2
1257,1257,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1258,1258,3,Bungalow,Gwarinpa,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,1
1259,1259,2,Apartment,Gwarinpa,3000000.0,1500000.0,2,1500000.0,Budget,0
1260,1260,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1261,1261,4,Duplex,Gwarinpa,15000000.0,3750000.0,4,3750000.0,Budget,2
1262,1262,3,Apartment,Guzape,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1264,1264,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
1265,1265,4,Duplex,Gwarinpa,35000000.0,8750000.0,4,8750000.0,Budget,2
1267,1267,3,Apartment,Katampe,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
1269,1269,4,Duplex,Jahi,15500000.0,3875000.0,4,3875000.0,Mid-Range,2
1270,1270,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
1271,1271,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1274,1274,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1275,1275,4,Duplex,Katampe,18000000.0,4500000.0,4,4500000.0,Luxury,2
1276,1276,1,Apartment,Katampe,3000000.0,3000000.0,1,3000000.0,Luxury,0
1277,1277,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1278,1278,5,Duplex,Katampe,35000000.0,7000000.0,5,7000000.0,Luxury,2
1279,1279,4,Duplex,Jabi,35000000.0,8750000.0,4,8750000.0,Luxury,2
1280,1280,5,Duplex,Mabushi,13000000.0,2600000.0,5,2600000.0,Mid-Range,2
1281,1281,1,Apartment,Gwarinpa,3500000.0,3500000.0,1,3500000.0,Budget,0
1282,1282,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1283,1283,4,House,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,3
1284,1284,3,House,Asokoro,13000000.0,4333333.333333333,3,4333333.333333333,Luxury,3
1285,1285,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
1286,1286,4,Duplex,Jabi,12000000.0,3000000.0,4,3000000.0,Luxury,2
1287,1287,6,Duplex,Jabi,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
1288,1288,2,Apartment,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
1289,1289,4,Duplex,Jabi,35000000.0,8750000.0,4,8750000.0,Luxury,2
1291,1291,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1292,1292,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
1293,1293,2,Bungalow,Lugbe,2500000.0,1250000.0,2,1250000.0,Budget,1
1294,1294,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
1295,1295,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
1296,1296,3,House,Mabushi,25000000.0,8333333.333333333,3,8333333.333333333,Mid-Range,3
1297,1297,5,Duplex,Guzape,30000000.0,6000000.0,5,6000000.0,Luxury,2
1298,1298,3,Apartment,Jahi,13500000.0,4500000.0,3,4500000.0,Mid-Range,0
1299,1299,6,Duplex,Katampe,30000000.0,5000000.0,6,5000000.0,Luxury,2
1301,1301,2,Apartment,Mabushi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
1302,1302,2,Apartment,Durumi,6000000.0,3000000.0,2,3000000.0,Budget,0
1303,1303,4,Duplex,Jabi,35000000.0,8750000.0,4,8750000.0,Luxury,2
1304,1304,4,Duplex,Jahi,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
1305,1305,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1306,1306,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1307,1307,3,Duplex,Jahi,15000000.0,5000000.0,3,5000000.0,Mid-Range,2
1308,1308,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
1309,1309,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1311,1311,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
1312,1312,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
1313,1313,3,Apartment,Garki,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
1314,1314,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
1315,1315,3,Apartment,Maitama,16000000.0,5333333.333333333,3,5333333.333333333,Luxury,0
1316,1316,2,Bungalow,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,1
1317,1317,2,Apartment,Durumi,4500000.0,2250000.0,2,2250000.0,Budget,0
1318,1318,4,Duplex,Maitama,23000000.0,5750000.0,4,5750000.0,Luxury,2
1319,1319,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1320,1320,5,Duplex,Guzape,25000000.0,5000000.0,5,5000000.0,Luxury,2
1321,1321,2,Apartment,Guzape,20000000.0,10000000.0,2,10000000.0,Luxury,0
1322,1322,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1325,1325,3,Apartment,Jahi,13500000.0,4500000.0,3,4500000.0,Mid-Range,0
1326,1326,3,Apartment,Maitama,16000000.0,5333333.333333333,3,5333333.333333333,Luxury,0
1327,1327,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1328,1328,4,Duplex,Kaura,8000000.0,2000000.0,4,2000000.0,Budget,2
1329,1329,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
1330,1330,5,Duplex,Jahi,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
1331,1331,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
1332,1332,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1333,1333,4,Duplex,Life Camp,8500000.0,2125000.0,4,2125000.0,Budget,2
1334,1334,1,Apartment,Wuse,10500000.0,10500000.0,1,10500000.0,Luxury,0
1335,1335,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
1336,1336,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
1337,1337,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
1338,1338,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
1339,1339,3,Apartment,Utako,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1340,1340,4,Duplex,Jabi,40000000.0,10000000.0,4,10000000.0,Luxury,2
1341,1341,2,Apartment,Wuse,7000000.0,3500000.0,2,3500000.0,Luxury,0
1342,1342,2,Bungalow,Guzape,12000000.0,6000000.0,2,6000000.0,Luxury,1
1343,1343,4,Duplex,Guzape,40000000.0,10000000.0,4,10000000.0,Luxury,2
1345,1345,3,Apartment,Life Camp,4000000.0,1333333.3333333333,3,1333333.3333333333,Budget,0
1346,1346,3,Bungalow,Life Camp,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,1
1347,1347,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1348,1348,5,Duplex,Katampe,35000000.0,7000000.0,5,7000000.0,Luxury,2
1349,1349,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
1350,1350,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
1351,1351,5,Duplex,Wuye,27000000.0,5400000.0,5,5400000.0,Luxury,2
1352,1352,4,Duplex,Maitama,35000000.0,8750000.0,4,8750000.0,Luxury,2
1353,1353,4,Duplex,Apo,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
1355,1355,3,Apartment,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,0
1356,1356,3,Duplex,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,2
1357,1357,5,House,Wuye,25000000.0,5000000.0,5,5000000.0,Luxury,3
1359,1359,3,Apartment,Maitama,40000000.0,13333333.333333334,3,13333333.333333334,Luxury,0
1360,1360,3,Apartment,Life Camp,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,0
1361,1361,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1362,1362,3,Apartment,Garki,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
1363,1363,5,House,Katampe,18000000.0,3600000.0,5,3600000.0,Luxury,3
1364,1364,3,Apartment,Katampe,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1365,1365,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
1366,1366,5,Duplex,Katampe,18000000.0,3600000.0,5,3600000.0,Luxury,2
1367,1367,3,Apartment,Katampe,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1368,1368,3,Duplex,Gwarinpa,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,2
1369,1369,3,Duplex,Asokoro,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,2
1370,1370,3,Apartment,Life Camp,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
1371,1371,3,Apartment,Life Camp,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
1372,1372,3,Apartment,Wuse,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
1373,1373,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1374,1374,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
1375,1375,4,Apartment,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,0
1376,1376,4,Duplex,Apo,11500000.0,2875000.0,4,2875000.0,Mid-Range,2
1377,1377,5,Apartment,Lokogoma,13000000.0,2600000.0,5,2600000.0,Budget,0
1378,1378,2,Apartment,Lugbe,6500000.0,3250000.0,2,3250000.0,Budget,0
1379,1379,3,House,Utako,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,3
1380,1380,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1381,1381,5,Duplex,Kaura,19000000.0,3800000.0,5,3800000.0,Budget,2
1382,1382,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
1384,1384,6,Duplex,Apo,18000000.0,3000000.0,6,3000000.0,Mid-Range,2
1386,1386,3,Duplex,Gwarinpa,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,2
1387,1387,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
1388,1388,6,Duplex,Gwarinpa,35000000.0,5833333.333333333,6,5833333.333333333,Budget,2
1389,1389,3,Apartment,Guzape,9000000.0,3000000.0,3,3000000.0,Luxury,0
1390,1390,1,Bungalow,Lugbe,700000.0,700000.0,1,700000.0,Budget,1
1391,1391,4,Duplex,Life Camp,8500000.0,2125000.0,4,2125000.0,Budget,2
1392,1392,4,Duplex,Life Camp,10000000.0,2500000.0,4,2500000.0,Budget,2
1393,1393,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1394,1394,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1395,1395,4,House,Kado,12000000.0,3000000.0,4,3000000.0,Mid-Range,3
1396,1396,4,Duplex,Apo,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
1397,1397,1,Apartment,Asokoro,6000000.0,6000000.0,1,6000000.0,Luxury,0
1398,1398,1,Apartment,Maitama,2000000.0,2000000.0,1,2000000.0,Luxury,0
1399,1399,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1400,1400,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1401,1401,5,Duplex,Katampe,35000000.0,7000000.0,5,7000000.0,Luxury,2
1402,1402,5,Duplex,Maitama,16000000.0,3200000.0,5,3200000.0,Luxury,2
1403,1403,2,Apartment,Jabi,12000000.0,6000000.0,2,6000000.0,Luxury,0
1404,1404,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1405,1405,5,Duplex,Jahi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
1406,1406,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1407,1407,2,Apartment,Durumi,6000000.0,3000000.0,2,3000000.0,Budget,0
1408,1408,2,Duplex,Asokoro,13000000.0,6500000.0,2,6500000.0,Luxury,2
1409,1409,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
1410,1410,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
1411,1411,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
1412,1412,4,Duplex,Life Camp,10000000.0,2500000.0,4,2500000.0,Budget,2
1413,1413,3,Apartment,Life Camp,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,0
1414,1414,4,Duplex,Life Camp,13000000.0,3250000.0,4,3250000.0,Budget,2
1415,1415,2,Apartment,Asokoro,15000000.0,7500000.0,2,7500000.0,Luxury,0
1416,1416,5,Duplex,Jabi,20000000.0,4000000.0,5,4000000.0,Luxury,2
1417,1417,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
1418,1418,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1419,1419,3,Apartment,Guzape,13000000.0,4333333.333333333,3,4333333.333333333,Luxury,0
1420,1420,3,House,Asokoro,15000000.0,5000000.0,3,5000000.0,Luxury,3
1422,1422,3,House,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,3
1423,1423,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1424,1424,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1425,1425,3,Apartment,Wuse,50000000.0,16666666.666666666,3,16666666.666666666,Luxury,0
1427,1427,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1428,1428,4,Duplex,Wuse,35000000.0,8750000.0,4,8750000.0,Luxury,2
1429,1429,3,Apartment,Katampe,6000000.0,2000000.0,3,2000000.0,Luxury,0
1430,1430,2,Apartment,Wuye,30000000.0,15000000.0,2,15000000.0,Luxury,0
1431,1431,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1432,1432,5,Duplex,Wuye,45000000.0,9000000.0,5,9000000.0,Luxury,2
1433,1433,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1434,1434,2,Apartment,Lugbe,4000000.0,2000000.0,2,2000000.0,Budget,0
1435,1435,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1436,1436,4,Duplex,Katampe,18000000.0,4500000.0,4,4500000.0,Luxury,2
1437,1437,1,Apartment,Jahi,9000000.0,9000000.0,1,9000000.0,Mid-Range,0
1438,1438,4,Duplex,Jahi,15500000.0,3875000.0,4,3875000.0,Mid-Range,2
1441,1441,3,Apartment,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
1442,1442,3,Apartment,Jabi,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1443,1443,4,Duplex,Utako,18000000.0,4500000.0,4,4500000.0,Mid-Range,2
1444,1444,2,Apartment,Guzape,9000000.0,4500000.0,2,4500000.0,Luxury,0
1445,1445,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
1446,1446,4,Duplex,Jabi,40649100.0,10162275.0,4,10162275.0,Luxury,2
1447,1447,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1448,1448,5,Duplex,Life Camp,12000000.0,2400000.0,5,2400000.0,Budget,2
1449,1449,4,Duplex,Gwarinpa,13000000.0,3250000.0,4,3250000.0,Budget,2
1450,1450,2,Apartment,Guzape,20000000.0,10000000.0,2,10000000.0,Luxury,0
1451,1451,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
1452,1452,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1453,1453,3,Apartment,Guzape,13000000.0,4333333.333333333,3,4333333.333333333,Luxury,0
1454,1454,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1455,1455,4,Duplex,Guzape,17000000.0,4250000.0,4,4250000.0,Luxury,2
1456,1456,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1457,1457,4,Duplex,Idu,7000000.0,1750000.0,4,1750000.0,Budget,2
1458,1458,2,Apartment,Kado,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
1459,1459,2,Apartment,Jahi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
1461,1461,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
1462,1462,3,Duplex,Jahi,15500000.0,5166666.666666667,3,5166666.666666667,Mid-Range,2
1463,1463,4,Duplex,Wuse,35000000.0,8750000.0,4,8750000.0,Luxury,2
1464,1464,1,Apartment,Maitama,32000000.0,32000000.0,1,32000000.0,Luxury,0
1465,1465,2,Apartment,Guzape,10000000.0,5000000.0,2,5000000.0,Luxury,0
1466,1466,2,Apartment,Lugbe,2500000.0,1250000.0,2,1250000.0,Budget,0
1467,1467,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1468,1468,2,Apartment,Mabushi,15000000.0,7500000.0,2,7500000.0,Mid-Range,0
1469,1469,1,House,Asokoro,24389460.0,24389460.0,1,24389460.0,Luxury,3
1470,1470,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1471,1471,2,Apartment,Garki,130000.0,65000.0,2,65000.0,Mid-Range,0
1472,1472,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
1473,1473,3,Apartment,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
1474,1474,3,Duplex,Apo,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,2
1475,1475,4,Duplex,Apo,8500000.0,2125000.0,4,2125000.0,Mid-Range,2
1476,1476,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1477,1477,6,Duplex,Jabi,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1478,1478,4,Duplex,Lugbe,10000000.0,2500000.0,4,2500000.0,Budget,2
1480,1480,6,Duplex,Gwarinpa,12000000.0,2000000.0,6,2000000.0,Budget,2
1481,1481,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
1482,1482,2,Apartment,Asokoro,16500000.0,8250000.0,2,8250000.0,Luxury,0
1483,1483,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
1484,1484,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
1485,1485,5,Duplex,Asokoro,50000000.0,10000000.0,5,10000000.0,Luxury,2
1486,1486,1,Apartment,Wuye,12000000.0,12000000.0,1,12000000.0,Luxury,0
1487,1487,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
1488,1488,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1489,1489,5,Duplex,Katampe,18000000.0,3600000.0,5,3600000.0,Luxury,2
1490,1490,2,Apartment,Guzape,15000000.0,7500000.0,2,7500000.0,Luxury,0
1491,1491,2,Apartment,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
1492,1492,2,Apartment,Jahi,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
1493,1493,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
1494,1494,2,Apartment,Jahi,22000000.0,11000000.0,2,11000000.0,Mid-Range,0
1495,1495,3,Duplex,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,2
1496,1496,3,Apartment,Wuse,12000000.0,4000000.0,3,4000000.0,Luxury,0
1497,1497,4,Duplex,Jahi,17000000.0,4250000.0,4,4250000.0,Mid-Range,2
1498,1498,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1499,1499,2,Apartment,Jahi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
1500,1500,4,Duplex,Jabi,40000000.0,10000000.0,4,10000000.0,Luxury,2
1501,1501,5,Duplex,Utako,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
1502,1502,1,Apartment,Jabi,29809340.0,29809340.0,1,29809340.0,Luxury,0
1503,1503,3,House,Jahi,6000000.0,2000000.0,3,2000000.0,Mid-Range,3
1504,1504,1,Apartment,Gwarinpa,3500000.0,3500000.0,1,3500000.0,Budget,0
1505,1505,3,Apartment,Kaura,4000000.0,1333333.3333333333,3,1333333.3333333333,Budget,0
1506,1506,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1507,1507,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1510,1510,4,Duplex,Apo,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
1511,1511,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1512,1512,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
1513,1513,2,Apartment,Gwarinpa,12000000.0,6000000.0,2,6000000.0,Budget,0
1514,1514,4,Duplex,Durumi,9000000.0,2250000.0,4,2250000.0,Budget,2
1516,1516,3,Duplex,Maitama,47423950.0,15807983.333333334,3,15807983.333333334,Luxury,2
1518,1518,5,Duplex,Life Camp,12000000.0,2400000.0,5,2400000.0,Budget,2
1519,1519,4,Duplex,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,2
1520,1520,4,Duplex,Jabi,35229220.0,8807305.0,4,8807305.0,Luxury,2
1521,1521,4,Duplex,Jabi,47423950.0,11855987.5,4,11855987.5,Luxury,2
1522,1522,2,Apartment,Jabi,44714010.0,22357005.0,2,22357005.0,Luxury,0
1523,1523,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1524,1524,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
1525,1525,3,Apartment,Gwarinpa,6000000.0,2000000.0,3,2000000.0,Budget,0
1526,1526,4,Duplex,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,2
1527,1527,3,Apartment,Asokoro,22000000.0,7333333.333333333,3,7333333.333333333,Luxury,0
1528,1528,4,Duplex,Guzape,12000000.0,3000000.0,4,3000000.0,Luxury,2
